,publishedAt,nTags,categoryId,duration,definition,caption,embeddable,publicStatsViewable,madeForKids,viewCount,likeCount,dislikeCount,commentCount,country,channelPublishedAt,channelViewCount,subscriberCount,hiddenSubscriberCount,videoCount,defaultTab,title_polarity_scores,description_polarity_scores,ct_polarity_scores
846,3030608.482989,0,10,272,0,0,1,1,0,2887,102,4,18,21,33723345.951892,66961,683,0,13,0,0.0,0.0,0.0
847,80467898.482989,13,20,220,1,0,1,1,0,28686,745,5,64,21,124783816.482989,488510,2020,0,33,0,0.0,0.0,0.0
848,41158368.482989,37,1,3432,0,0,1,1,0,103600,827,75,152,21,91488976.482989,655334,28000,0,98,0,0.0,0.34,0.0
849,2979493.482989,3,25,1186,1,0,1,1,0,11762,236,8,19,57,193136080.482989,144314,198,1,36,0,0.0,0.0,0.0
850,89458666.482989,22,20,1046,1,0,1,1,0,231291,8782,137,663,75,311499289.482989,161466094,865000,0,1274,0,-0.5411,0.409,0.0
851,214691198.482989,42,10,227,1,0,1,1,0,75254,539,31,28,21,295896300.482989,253744621,681000,0,8938,0,0.0,0.8607,0.0
852,6228637.482989,0,10,892,1,0,1,1,0,2360,26,0,5,5,180205294.482989,213329,1050,0,165,0,0.0,0.0,0.0
853,70824170.482989,12,24,3046,1,0,1,0,0,75918,466,57,230,57,310336658.482989,353447973,1220000,0,30843,0,0.0,0.0,0.0
854,6201802.482989,37,1,3432,0,0,1,1,0,237,2,0,0,21,91488976.482989,655334,28000,0,98,0,0.0,0.34,0.0
855,71425617.482989,12,24,3073,1,0,1,0,0,24778,252,19,55,57,310336658.482989,353447973,1220000,0,30843,0,0.0,0.0,0.0
856,19766922.482989,0,22,183,0,0,1,1,0,8098,216,0,15,57,34253065.395327,11568,255,0,23,0,0.0,0.0,0.25
857,59661469.482989,27,10,245,1,0,0,1,0,5266,137,1,14,57,163496558.482989,318447,2170,0,24,0,0.0,0.5673,0.0
858,88929128.482989,31,20,60,1,0,1,1,0,3432,43,1,6,21,116327106.482989,32725,232,0,101,0,0.0,0.6239,0.0
859,139382679.482989,10,10,381,1,0,1,1,0,8296,168,2,28,57,379914204.482989,655129,6490,0,283,0,0.0,0.3182,0.0
860,241202891.482989,6,10,332,1,0,1,0,0,8493,175,1,6,21,406740391.482989,77440,95,0,8,1,0.0,0.0,0.0
861,76279357.482989,12,10,241,1,0,1,1,0,10375,524,4,125,57,379914204.482989,655129,6490,0,283,0,0.0,-0.6531,0.0
862,19653562.482989,9,25,139,1,0,1,1,0,127,9,0,0,21,180695890.482989,13598,114,0,43,0,0.0,0.0,0.0
863,69521945.482989,12,24,2448,1,0,1,0,0,11872,80,4,18,57,310336658.482989,353447973,1220000,0,30843,0,0.0,0.0,0.0
864,85862609.482989,20,20,90,1,0,1,1,0,24163,536,9,72,21,268044516.482989,81105430,244000,0,949,0,-0.7177,0.8428,0.0
865,38436202.482989,39,24,2927,0,0,1,1,0,3467,17,0,0,57,101069285.482989,992700,14400,0,480,0,0.0,-0.5229,0.0
866,21750340.482989,0,10,1297,1,0,1,1,0,298,4,0,1,21,299643909.482989,8911,59,0,44,0,-0.4939,0.0,0.0
867,81086106.482989,11,24,808,1,0,1,0,0,55191,777,26,72,57,310336658.482989,353447973,1220000,0,30843,0,0.0,0.0,0.0
868,86539116.482989,17,20,95,1,0,1,1,0,22077,328,13,64,21,268044516.482989,81105430,244000,0,949,0,-0.3164,-0.7951,0.0
869,98291320.482989,0,22,171,0,0,1,1,0,16999,151,12,23,21,224199017.482989,19500,204,0,2,0,0.0,0.0,0.0
870,98559414.482989,12,24,3146,1,0,1,0,0,4264,57,5,6,57,310336658.482989,353447973,1220000,0,30843,0,0.0,0.0,0.0
871,40756492.482989,37,1,2924,0,0,1,1,0,48803,348,35,68,21,91488976.482989,655334,28000,0,98,0,0.0,0.34,0.0
872,88759552.482989,23,20,515,1,0,1,1,0,961,19,1,27,14,124214162.482989,38346415,87500,0,1603,0,0.0,0.7269,0.0
873,72627171.482989,12,24,3189,1,0,1,0,0,25913,215,11,57,57,310336658.482989,353447973,1220000,0,30843,0,0.0,0.0,0.0
874,29629224.482989,22,24,455,1,0,1,1,0,3785,72,12,19,76,43031667.952215,151926,1540,0,24,0,0.0,0.8999,0.0
875,36694965.482989,27,24,438,1,0,1,1,0,14781,194,9,49,76,43031667.952215,151926,1540,0,24,0,0.0,0.9386,0.0
876,26518472.482989,21,24,377,1,0,1,1,0,2817,68,3,24,76,43031667.952215,151926,1540,0,24,0,0.0,0.9134,0.0
877,31530051.482989,16,24,327,1,0,1,1,0,1044,30,5,11,76,43031667.952215,151926,1540,0,24,0,-0.6219,0.75,0.0
878,36131224.482989,24,24,403,1,0,1,1,0,38101,86,15,11,76,43031667.952215,151926,1540,0,24,0,0.0,0.9791,0.0
879,36777544.482989,26,24,536,1,0,1,1,0,9471,191,7,28,76,43031667.952215,151926,1540,0,24,0,0.0,0.9737,0.0
880,27738402.482989,12,24,387,1,0,1,1,0,2114,120,7,46,76,43031667.952215,151926,1540,0,24,0,0.0,0.9508,0.0
881,20994175.482989,16,24,580,1,0,1,1,0,1755,57,4,21,76,43031667.952215,151926,1540,0,24,0,0.0,0.9836,0.0
882,30848954.482989,18,24,318,1,0,1,1,0,3060,77,2,19,76,43031667.952215,151926,1540,0,24,0,0.1007,0.9498,0.0
883,47599996.482989,18,24,610,1,0,1,1,0,12230659,74524,5194,2478,37,151622479.482989,337444696,1050000,0,67,0,0.0,0.9345,0.0
884,33624123.482989,25,24,406,1,0,1,1,0,29493,386,8,50,76,43031667.952215,151926,1540,0,24,0,0.3612,0.9568,0.0
885,35490825.482989,24,24,561,1,0,1,1,0,6696,131,6,31,76,43031667.952215,151926,1540,0,24,0,0.0,0.9343,0.0
886,14938306.482989,22,24,460,1,0,1,1,0,1947,56,2,12,76,43031667.952215,151926,1540,0,24,0,0.0,0.9474,0.0
887,21595198.482989,15,24,710,1,0,1,1,0,7869,278,494,287,76,43031667.952215,151926,1540,0,24,0,0.1007,0.9177,0.0
888,32746194.482989,16,24,595,1,0,1,1,0,1905,57,2,9,76,43031667.952215,151926,1540,0,24,0,0.0,0.977,0.0
889,112659034.482989,0,22,31,0,0,1,1,0,19,0,0,0,21,170355874.482989,443,0,0,48,0,0.0,0.0,0.0
890,18834989.482989,17,24,602,1,0,1,1,0,363,13,0,3,76,43031667.952215,151926,1540,0,24,0,0.0,0.9728,0.0
891,70776173.482989,0,22,321,0,0,1,1,0,163,4,0,0,21,150653721.482989,272773,769,0,99,0,0.0,0.0,0.0
892,58168680.482989,1,22,22,0,0,1,1,0,4,2,0,0,35,59001240.482989,8800,40,0,70,0,0.0,0.0,0.0
893,16148701.482989,21,24,528,1,0,1,1,0,1719,50,0,8,76,43031667.952215,151926,1540,0,24,0,0.0,0.594,0.0
894,18143997.482989,11,24,335,1,0,1,1,0,1164,27,3,3,76,43031667.952215,151926,1540,0,24,0,0.0,0.9892,0.0
895,12274495.482989,0,22,27,0,0,1,1,0,9,2,0,0,21,70248954.482989,4397,42,0,61,0,0.0,0.0,0.0
896,17446912.482989,24,24,430,1,0,1,1,0,737,14,0,5,76,43031667.952215,151926,1540,0,24,0,0.0,0.9586,0.0
897,34111610.482989,29,24,782,1,0,1,1,0,6479,0,0,254,76,43031667.952215,151926,1540,0,24,0,0.0,0.9363,0.0
898,88546410.482989,20,10,803,1,0,1,1,0,1533015,11004,927,835,37,299392123.482989,3201765279,5600000,0,12606,0,0.0,0.8964,0.0
899,6329522.482989,25,22,797,1,0,1,1,0,306652,4784,162,1539,21,113200606.482989,3569198,47600,0,133,0,0.0,0.0,0.0
900,65223013.482989,21,10,320,1,0,1,1,0,47660207,233236,21587,5728,37,244082084.482989,97152330,430000,0,75,0,0.0,0.946,0.0
901,31103988.482989,15,26,1256,1,0,1,1,0,309,10,0,2,76,38089531.264171,23096,409,0,55,0,0.0,0.9948,0.0
902,32132167.482989,19,24,465,1,0,1,1,0,8406,61,8,16,76,43031667.952215,151926,1540,0,24,0,0.0,0.9331,0.0
903,44053667.482989,17,25,230,0,0,1,1,0,215721,2135,132,103,21,101765839.482989,2945288513,6400000,0,43916,0,0.0,0.6908,0.0
904,193981858.482989,0,22,131,1,1,1,1,0,388,11,1,6,21,198128683.482989,702,17,0,2,0,0.0,-0.9531,0.0
905,84864552.482989,3,10,211,1,0,1,1,0,14,0,0,0,21,227177650.482989,1517,0,0,9,0,0.0,0.7579,0.0
906,18070084.482989,5,22,67,1,0,1,1,0,302,0,2,0,35,130027030.482989,65864358,235000,0,2501,0,0.0,0.0,0.0
907,16753678.482989,8,24,288,1,0,1,1,0,705,23,1,4,76,43031667.952215,151926,1540,0,24,0,0.0,0.9892,0.0
908,23589965.482989,16,24,314,1,0,1,1,0,965,24,0,14,76,43031667.952215,151926,1540,0,24,0,-0.1531,-0.802,0.0
909,62078634.482989,6,1,198,1,0,1,1,0,4974,135,2,41,34,111165336.482989,7468255,26700,0,215,0,0.0,0.0,0.0
910,69736653.482989,0,10,234,1,0,1,1,0,56,1,0,0,21,383989750.482989,98115,308,0,140,0,0.0,0.7876,0.0
911,22444820.482989,0,24,6893,1,0,1,1,0,0,0,0,0,21,389729419.482989,77,4,0,162,0,0.0772,0.0,0.0
912,70803970.482989,3,10,309,1,0,1,1,0,7,1,0,0,21,254926759.482989,3616,5,0,14,0,0.0,0.0,0.0
913,28474020.482989,0,22,61,1,0,1,1,0,42,0,0,0,33,150698806.482989,62584,412,0,117,0,0.0,0.7264,0.0
914,7682352.482989,0,22,28,1,0,1,1,0,48,14,0,1,21,66928497.482989,905,165,0,11,0,0.2263,0.4215,0.0
915,169246888.482989,5,26,222,1,0,1,1,0,16,0,0,0,0,182079928.482989,101486,76,0,49,0,0.4215,0.0,0.0
916,158799359.482989,2,22,119,0,1,1,1,0,325,2,0,1,21,221871920.482989,5054051,7880,0,13227,0,0.0,0.0,0.0
917,274376815.482989,12,20,651,1,1,1,1,0,349,21,0,3,41,274636642.482989,1673917,22700,0,228,0,0.0,0.0,0.0
918,24003568.482989,0,22,46,1,0,1,1,0,3,0,0,1,21,39195719.438461,81,4,0,6,0,0.0,0.0,0.0
919,11177667.482989,0,22,213,0,0,1,1,0,7,1,0,0,21,38586914.349657,16247,332,0,229,0,0.0,0.0,0.0
920,4034702.482989,0,20,80,1,0,1,1,0,52,8,0,16,21,79114765.482989,9467,189,0,115,0,-0.3182,0.0,0.0
921,112814898.482989,1,10,114,1,0,1,1,0,614,3,0,2,21,315691784.482989,48246,64,0,109,0,0.0,0.0,0.0
922,19943334.482989,0,22,9,0,0,1,1,0,10,0,0,0,21,51792711.482989,37,0,0,20,0,0.0,0.0,0.0
923,53454692.482989,2,10,319,1,0,1,1,0,76,2,0,0,21,315691784.482989,48246,64,0,109,0,0.0,0.0,0.0
924,111695343.482989,3,10,129,0,0,1,1,0,94,2,0,2,21,315691784.482989,48246,64,0,109,0,0.0,0.0,0.0
925,110165918.482989,1,10,180,0,0,1,1,0,169,3,0,2,21,315691784.482989,48246,64,0,109,0,0.0,0.0,0.0
926,2158627.482989,0,20,129,1,0,1,1,0,27,9,0,12,21,79114765.482989,9467,189,0,115,0,0.0,0.0,0.0
927,13481695.482989,0,20,158,1,0,1,1,0,61,6,3,19,21,79114765.482989,9467,189,0,115,0,0.0,0.0,0.0
928,111357486.482989,2,10,611,1,0,1,1,0,179,3,0,2,21,315691784.482989,48246,64,0,109,0,0.0,-0.7243,0.0
929,2764771.482989,0,20,96,1,0,1,1,0,37,7,0,7,21,79114765.482989,9467,189,0,115,0,0.0,0.0,0.0
930,53980814.482989,2,10,335,0,0,1,1,0,79,3,0,0,21,315691784.482989,48246,64,0,109,0,0.0,-0.6981,0.0
931,112813461.482989,1,10,165,1,0,1,1,0,280,1,1,0,21,315691784.482989,48246,64,0,109,0,0.0,0.0,0.0
932,2850722.482989,0,20,68,1,0,1,1,0,25,7,0,7,21,79114765.482989,9467,189,0,115,0,0.0,-0.3182,0.0
933,81093857.482989,0,10,397,0,0,1,1,0,186,6,0,2,21,315691784.482989,48246,64,0,109,0,0.0,0.0,0.0
934,13224762.482989,0,20,25,0,0,1,1,0,56,8,2,6,21,79114765.482989,9467,189,0,115,0,-0.5423,0.0,0.0
935,8285756.482989,0,20,76,1,0,1,1,0,129,18,20,20,21,79114765.482989,9467,189,0,115,0,-0.4995,-0.7096,0.0
936,2500562.482989,0,20,30,1,0,1,1,0,25,6,0,5,21,79114765.482989,9467,189,0,115,0,0.5106,0.0,0.0
937,12264130.482989,0,22,833,1,0,1,1,0,12,2,0,0,76,37826707.69938,16555,3304,1,349,0,-0.34,0.0,0.0
938,4394571.482989,0,1,228,1,0,1,1,0,323,40,2,59,21,104350738.482989,34318,406,0,155,0,-0.3182,-0.7003,0.0
939,14333102.482989,2,20,67,1,0,1,1,0,32,1,1,5,21,79114765.482989,9467,189,0,115,0,0.0,-0.5994,0.0
940,3785470.482989,0,20,91,1,0,1,1,0,53,14,1,41,21,79114765.482989,9467,189,0,115,0,-0.3182,0.3612,0.0
941,8902620.482989,0,20,108,1,0,1,1,0,62,17,3,10,21,79114765.482989,9467,189,0,115,0,0.0,-0.7096,0.0
942,5581307.482989,0,1,81,1,0,1,1,0,242,35,3,41,21,104350738.482989,34318,406,0,155,0,-0.3182,-0.0772,0.0
943,12081803.482989,0,20,79,1,0,1,1,0,82,11,4,10,21,79114765.482989,9467,189,0,115,0,-0.5756,0.0,0.0
944,5970352.482989,0,20,83,1,0,1,1,0,45,8,1,8,21,79114765.482989,9467,189,0,115,0,0.0,0.0,0.0
945,18588259.482989,0,24,2080,0,0,1,1,0,18,2,0,0,21,230033515.482989,409,7,0,18,0,0.4588,0.0,0.0
946,13045645.482989,0,20,117,1,0,1,1,0,48,5,2,25,21,79114765.482989,9467,189,0,115,0,-0.3182,0.0,0.0
947,26323004.482989,0,20,19,0,0,1,1,0,75,6,1,12,21,79114765.482989,9467,189,0,115,0,0.4404,0.0,0.0
948,25022345.482989,0,20,31,1,0,1,1,0,56,8,1,13,21,79114765.482989,9467,189,0,115,0,0.0,0.0,0.0
949,19759619.482989,0,20,209,0,0,1,1,0,66,9,3,16,21,79114765.482989,9467,189,0,115,0,-0.3612,0.0,0.0
950,13290992.482989,0,20,392,1,0,1,1,0,37,4,1,2,21,79114765.482989,9467,189,0,115,0,0.0,0.0,0.0
951,17769750.482989,10,20,436,1,0,1,1,0,49,5,1,25,21,79114765.482989,9467,189,0,115,0,-0.3182,0.0,0.0
952,15896267.482989,0,20,128,1,0,1,1,0,798,23,7,20,21,79114765.482989,9467,189,0,115,0,-0.3182,-0.802,0.0
953,26788653.482989,0,20,101,0,0,1,1,0,33,3,0,0,21,79114765.482989,9467,189,0,115,0,0.0,0.0,0.0
954,26592888.482989,0,20,32,1,0,1,1,0,36,4,0,0,21,79114765.482989,9467,189,0,115,0,0.0,0.0,0.0
955,5759816.482989,0,1,47,1,0,1,1,0,198,29,2,19,21,104350738.482989,34318,406,0,155,0,0.1531,0.29600000000000004,0.0
956,16837311.482989,0,20,76,1,0,1,1,0,51,7,1,1,21,79114765.482989,9467,189,0,115,0,-0.3182,-0.7096,0.0
957,16505518.482989,0,20,71,1,0,1,1,0,40,9,0,2,21,79114765.482989,9467,189,0,115,0,-0.3182,-0.7096,0.0
958,38104979.482989,8,2,89,0,0,1,1,0,0,0,0,0,21,40642391.065498,1013,1,0,445,0,0.0,0.5106,0.0
959,122650751.482989,25,27,137,1,1,1,1,1,1184594,5406,1104,50,21,335631973.482989,844972726,1960000,0,1133,0,0.0,0.9129,0.0
960,36463407.482989,14,24,345,1,0,1,1,1,7747545,33517,12861,0,20,53718871.482989,430257576,1440000,0,224,0,0.0,0.0,0.3612
961,75116606.482989,23,27,241,0,1,1,1,1,868406,3567,528,15,34,272211636.482989,153433186,275000,0,146,0,0.0,0.9881,0.0
962,1992431.482989,35,20,12223,0,0,1,1,0,7878,893,13,0,58,64408806.482989,650296,19100,0,454,0,0.6841,-0.774,0.0
963,93779270.482989,9,10,165,1,0,1,1,0,37241781,411884,16219,7005,41,172145539.482989,120354989,587000,0,97,0,-0.4466,0.0,0.0
964,14215408.482989,0,24,1031,1,0,1,1,0,47322154,2345790,34129,170728,21,285062380.482989,9037222113,52800000,0,701,0,0.0,0.6083,0.0
965,20626996.482989,31,27,397,1,0,1,1,1,240354,1201,313,0,21,440958994.482989,207844983,826000,0,398,0,0.0,0.7184,0.0
966,58913006.482989,7,24,345,1,0,1,1,1,21302250,70870,24094,0,21,104089607.482989,15815049341,36400000,0,398,0,0.0,0.8779,0.3612
967,76715778.482989,25,27,610,1,1,1,1,0,521579,19101,395,1372,80,173290621.482989,138742682,3770000,0,213,0,0.0,0.9944,0.0
968,117515609.482989,9,27,828,1,0,1,0,1,2402238,6594,1128,66,21,193442561.482989,474560519,4039,1,777,0,0.0,0.3595,0.0
969,35317612.482989,0,24,609,1,0,1,1,0,649202,14316,183,671,80,120411621.482989,238720744,787000,0,407,0,0.0,0.9499,0.0
970,98130580.482989,45,27,173,1,1,1,1,1,676868,1240,308,9,21,354196592.482989,339593687,454000,0,415,0,0.0,0.9636,0.0
971,171919706.482989,15,19,967,1,1,1,1,0,689096,54500,230,2404,21,193822536.482989,97521173,2040000,0,387,0,0.0,0.89,0.0
972,27048981.482989,29,27,170,1,0,1,1,1,75042,506,75,0,2,121903153.482989,8003889,31000,0,65,0,0.0,0.5106,0.0
973,10107205.482989,18,1,90,1,0,1,1,0,363088,1998,139,131,21,22712442.171338,15614947,570,1,23,0,0.0,0.9201,0.0
974,3239000.482989,17,15,573,1,0,1,1,0,18598,374,55,76,2,67485621.482989,103447784,1088,1,2663,0,-0.8519,0.9938,0.0
975,142892675.482989,52,27,318,1,0,1,0,1,458459,1093,176,0,21,273240186.482989,2255470,8260,0,14,0,0.0,0.9969,0.0
976,89509191.482989,0,22,231,1,0,1,1,0,44501,243,14,4,21,103836257.482989,295603,1120,0,125,0,0.0,0.9179999999999999,0.0
977,221264124.482989,9,27,220,1,1,1,1,1,784435,2631,535,18,21,278908722.482989,102286400,214000,0,425,0,0.0,0.0,0.0
978,65144609.482989,31,27,207,1,0,1,1,0,189862,1645,249,66,75,120669838.482989,10075874,123000,0,217,0,0.0,0.1511,0.0
979,18132708.482989,0,1,70,1,0,1,1,0,29619807,105447,12344,2540,21,60617876.482989,40557378,110000,0,9,0,0.0,0.0,0.0
980,143672306.482989,26,27,408,1,1,1,1,0,638611,20410,230,1249,75,306995748.482989,54939889,1370000,0,385,0,0.8268,0.9918,0.0
981,132949534.482989,5,27,310,1,1,1,0,0,476722,9271,157,325,21,396124184.482989,154182173,3320000,0,776,0,0.0,0.9689,0.0
982,5095604.482989,31,20,498,1,0,1,1,0,92987,5949,92,243,2,109590550.482989,65146189,484000,0,137,0,0.368,0.368,0.0
983,347015571.482989,43,10,443,0,1,1,1,0,125535,458,19,28,21,365486123.482989,22162511,27500,0,166,0,0.0,0.0,0.0
984,369571107.482989,22,10,254,1,1,1,1,0,152420812,967328,28259,39387,21,372654935.482989,2227515582,3510000,0,176,0,0.0,0.0,0.0
985,2281410.482989,17,25,1130,1,0,1,0,0,56850,355,62,69,76,354700015.482989,148243956,2581,1,1116,0,0.0,0.0,0.0
986,124369355.482989,26,27,239,1,1,1,1,1,3332628,15751,2656,83,21,335631973.482989,844972726,1960000,0,1133,0,0.0,0.3632,0.0
987,14015597.482989,0,10,121,1,0,1,1,0,103702,5773,83,943,68,94959782.482989,193581,4730,0,11,0,0.0,0.0,0.0
988,151271010.482989,10,27,114,1,1,1,1,1,209459,725,109,4,21,212981107.482989,43704029,100000,0,462,0,0.5106,0.9871,0.0
989,3512139.482989,0,10,190,1,0,1,1,0,1508,90,0,13,21,23433639.470755,22039,272,0,4,0,0.0,-0.34,0.0
990,16090993.482989,24,26,623,1,0,1,1,0,4111831,29396,4818,472,2,56324149.482989,1252871963,2920000,0,1138,0,0.0,0.9093,0.0
991,271182173.482989,19,27,217,0,1,1,1,1,444105,984,130,0,75,460913582.482989,36580812,78300,0,529,0,0.0,0.9842,0.0
992,2172976.482989,0,24,7202,1,0,1,1,0,4604,201,2,2,21,3107875.569916,21210,1980,0,4,0,0.0,0.0,0.0
993,2051609.482989,17,20,1006,1,0,1,1,0,21010,1031,11,224,2,382174094.482989,55496677,295000,0,1804,0,-0.802,0.4466,0.0
994,2209383.482989,29,10,199,1,0,1,1,0,6396,54,0,6,21,157559494.482989,36746,548,0,3,0,0.0,-0.1027,0.0
995,2063919.482989,19,24,593,1,0,1,0,0,48978,2972,29,6,76,368361253.482989,68936774,157000,0,354,0,0.0,0.8748,0.0
996,61855449.482989,30,27,470,1,0,1,0,0,286525,6186,86,235,21,120378495.482989,11211334,300000,0,59,0,0.0,0.0,0.0
997,2350090.482989,10,24,923,1,0,1,1,0,215720,1577,61,148,2,262671370.482989,28943409701,32400000,0,52690,0,0.0,0.0,0.0
998,58535024.482989,15,10,167,1,0,1,1,0,45178155,463596,6092,3342,41,172145539.482989,120354989,587000,0,97,0,-0.29600000000000004,0.0,0.0
999,2231003.482989,15,25,1115,1,0,1,0,0,96854,452,79,61,76,354700015.482989,148243956,2581,1,1116,0,0.0,0.0,0.0
1000,34721415.482989,15,24,678,1,0,1,1,0,473616,1474,536,0,76,180032526.482989,747312127,1200000,0,390,0,0.4215,0.4215,0.0
1001,2202895.482989,16,20,536,1,0,1,1,0,3474,107,7,9,21,150800540.482989,15565653,73400,0,755,0,-0.6027,0.5296,0.0
1002,29862178.482989,9,27,176,1,0,1,1,0,77861,602,58,0,21,201853823.482989,1955127,22000,0,43,0,0.0,0.9499,0.0
1003,2844543.482989,32,24,142,1,0,1,1,0,94542,314,116,5,21,64190587.482989,15403925,1371,1,96,0,0.0,0.9789,0.0
1004,9003482.482989,10,24,4224,1,0,1,1,0,1825232,18375,755,1070,2,262671370.482989,28943409701,32400000,0,52690,0,0.0,0.0,0.0
1005,2630604.482989,20,20,2162,1,0,1,1,0,28,1,0,5,80,187090747.482989,10668,269,0,334,0,0.0,0.2363,0.0
1006,10155411.482989,0,10,189,1,0,1,1,0,2149,81,0,19,21,128931261.482989,91289,820,0,8,0,0.0,0.7067,0.0
1007,72463333.482989,0,10,213,1,0,1,1,0,29619,418,17,30,21,128931261.482989,91289,820,0,8,0,0.0,0.4738,0.0
1008,2544185.482989,20,20,4011,1,0,1,1,0,20,3,0,6,80,187090747.482989,10668,269,0,334,0,0.0,0.2363,0.0
1009,18677548.482989,6,22,617,1,0,1,1,0,9,1,0,0,21,153146136.482989,20,0,0,2,0,0.0,0.0,0.0
1010,14985491.482989,0,27,114,1,0,1,1,1,6,0,0,0,21,171541869.482989,3934,15,0,34,0,0.0,0.0,0.0
1011,22685920.482989,0,10,109,1,0,1,1,0,3076,94,0,21,21,128931261.482989,91289,820,0,8,0,0.0,0.7067,0.0
1012,140589116.482989,0,23,287,0,0,1,1,0,76,1,0,0,21,283775602.482989,3799,3,0,71,0,0.0,0.6705,0.0
1013,50756847.482989,0,10,161,1,0,1,1,0,1390,33,1,4,21,171990888.482989,15026,630,0,12,0,0.0,0.0,0.0
1014,5231189.482989,0,10,152,1,0,1,1,0,2108,74,5,10,21,92724454.482989,1599519,5080,0,65,0,0.0,0.0,0.0
1015,184813414.482989,0,22,216,0,1,1,1,0,49,3,0,0,21,214188745.482989,292,3,0,10,0,0.0,0.0,0.0
1016,57473262.482989,7,10,143,1,0,1,1,0,159907,1954,73,83,21,115365779.482989,979896,5150,0,6,0,0.0,0.0,0.0
1017,148343520.482989,0,17,545,0,0,1,1,0,30,0,0,1,21,246224643.482989,524,0,0,5,0,0.0,0.0,0.0
1018,2464820.482989,0,20,0,0,0,1,1,1,2,0,0,0,80,122904617.482989,3174,14,0,166,0,0.0,0.0,0.0
1019,46274576.482989,0,10,108,1,0,1,1,0,10293,265,6,25,21,128931261.482989,91289,820,0,8,0,-0.128,0.4738,0.0
1020,183871108.482989,0,22,256,0,0,1,1,0,12,1,0,0,21,214188745.482989,292,3,0,10,0,0.0,0.0,0.0
1021,12112557.482989,0,20,134,1,0,1,1,0,32,6,0,10,21,36672201.748225,182,19,0,4,0,0.0,0.0,0.0
1022,17970194.482989,9,10,392,1,0,1,1,0,155332,3344,29,96,64,143256450.482989,1345045,8370,0,114,0,0.0,-0.3527,0.0
1023,7476671.482989,4,20,2209,1,0,1,1,0,30,2,0,14,21,291137302.482989,1013,20,0,60,0,0.0,0.0,0.0
1024,24870306.482989,4,20,60,1,0,1,1,0,3,0,0,0,21,294323453.482989,1608,54,0,207,0,0.0,0.0,0.0
1025,154576869.482989,0,1,10,1,1,1,1,0,62,0,0,0,21,345648238.482989,62,6,0,1,0,0.0,0.0,0.0
1026,31368536.482989,3,10,211,1,0,1,1,0,8,0,0,0,21,105568611.482989,2655,6,0,821,0,0.0,0.0,0.0
1027,28153420.482989,0,22,12,1,0,1,1,0,4,0,0,0,59,41790688.40062,12,3,0,2,0,0.0,0.0,0.0
1028,64861042.482989,5,2,74,0,0,1,1,0,1,0,0,0,75,101080272.482989,142638,214,0,1682,0,0.0,0.0,0.0
1029,154942678.482989,1,22,4570,0,0,1,1,0,542,0,0,0,21,342033362.482989,5914105,14900,0,1135,0,0.0,0.0,0.0
1030,116112215.482989,0,24,86,1,0,1,1,0,73,2,0,0,21,360807613.482989,117127,391,0,211,0,0.0,0.5574,0.0
1031,173731192.482989,0,10,223,1,0,1,1,0,684,6,0,0,21,174965475.482989,1463073,1030,0,14,0,0.0,0.0,0.0
1032,41494777.482989,0,22,63,1,0,1,1,0,3688,92,0,3,35,74906695.482989,1629735,4849,1,158,0,0.8555,0.0,0.0
1033,91657952.482989,19,22,1011,1,0,1,1,0,54,1,0,0,21,286397260.482989,2246,7,0,21,0,0.0,-0.0772,0.0
1034,11649508.482989,0,20,1030,1,0,1,1,1,12,1,0,0,21,176931059.482989,1387,10,0,103,0,0.0,0.0,0.0
1035,58248776.482989,0,22,147,1,0,1,1,0,26,1,0,0,21,141592338.482989,9542,5,0,240,0,0.0,0.0,0.0
1036,17105554.482989,0,22,653,1,0,1,1,0,1,0,0,0,21,98116136.482989,239,25,0,61,0,0.0,0.0,0.0
1037,129755576.482989,6,20,30,1,0,1,1,0,534,0,4,0,75,213446825.482989,7999,57,0,72,0,-0.4588,-0.5661,0.0
1038,28840324.482989,0,22,640,0,0,1,1,0,3,1,0,0,21,28998235.079533,13,0,0,10,0,0.0,0.0,0.0
1039,3617001.482989,11,10,116,1,0,1,1,0,2762,183,5,6,64,143256450.482989,1345045,8370,0,114,0,0.0,0.0,0.0
1040,34295672.482989,3,10,375,1,0,1,1,0,23,1,0,0,21,172210419.482989,1891,5,0,81,0,0.0,0.0,0.0
1041,4641481.482989,1,1,56,1,0,1,1,0,12,7,0,0,35,159230026.482989,515,2445,1,23,0,0.0,0.8402,0.0
1042,201894601.482989,0,24,149,1,0,1,1,0,627,5,0,0,63,323197651.482989,1983627,3550,0,258,0,0.0,0.0,0.0
1043,13923956.482989,0,22,767,1,0,1,1,0,22,1,0,0,21,288684874.482989,286,13,0,16,0,0.0,0.0,0.0
1044,36218109.482989,16,20,17,1,0,1,1,0,1,0,0,0,21,239888242.482989,724,3,0,638,0,0.6588,0.6239,0.0
1045,363847598.482989,11,2,576,0,1,1,1,0,1932,4,1,0,21,364201983.482989,89186,223,0,7,0,0.0,0.0,0.0
1046,29541033.482989,0,22,34,1,0,1,1,0,31,11,0,8,21,32703623.152532,249,20,0,7,0,0.0,0.0,0.0
1047,238972751.482989,12,2,66,1,0,1,1,0,147,0,1,0,21,261948423.482989,5941,2,0,7,0,0.0,0.0,0.0
1048,34272815.482989,4,20,122,1,0,1,1,0,0,0,0,0,21,134166986.482989,14,1,0,8,0,0.0,0.0,0.0
